GeneID	GSM1206234	GSM1206235	GSM1206236	GSM1206237	GSM1206238	GSM1206239	GSM1206240	GSM1206241	GSM1206242	GSM1206243
100287102	37	25	26	24	23	26	39	17	24	14
653635	1977	2313	2566	2575	1524	2552	2746	2212	2053	1372
102466751	47	58	69	62	46	52	65	49	80	37
107985730	19	11	10	11	6	17	16	11	5	4
100302278	6	1	4	2	2	3	5	2	2	1
645520	13	2	12	4	7	2	12	2	8	3
79501	0	0	1	0	1	0	2	0	2	0
100996442	332	408	293	434	204	441	367	353	208	197
729737	921	450	1105	443	686	489	1234	403	1473	390
102725121	58	42	39	34	28	45	64	30	34	14
102723897	1823	2515	2266	2640	1460	2650	2650	2211	2138	1525
102465909	61	62	77	71	47	63	86	47	52	33
107985721	26	35	16	33	10	27	20	32	8	18
112268260	167	208	166	223	117	216	228	193	112	128
729759	2	1	2	2	2	2	4	1	1	0
100132287	1114	565	1190	609	814	602	1299	510	1579	445
105378947	13	23	15	25	11	24	22	16	15	8
101928626	0	3	0	0	0	1	1	3	1	1
113219467	7254	6174	5461	5945	4152	5595	8390	4318	10338	12354
81399	34	25	31	24	18	28	37	20	19	11
100133331	1090	546	1219	578	768	592	1254	480	1356	380
107984841	300	125	327	146	181	152	325	93	192	55
107984847	542	323	561	306	374	299	563	205	375	101
107984849	91	62	123	80	51	53	148	55	74	22
100288069	289	252	277	282	193	269	336	228	157	130
105378580	98	196	89	225	57	193	109	164	86	119
400728	35	54	31	63	24	57	34	45	33	31
79854	171	191	156	166	118	174	243	159	160	107
643837	1401	4421	1384	4569	910	4722	1759	3758	977	2279
107984850	2	94	3	109	1	119	5	91	2	43
284593	9	24	10	23	8	26	12	20	5	14
284600	326	19	331	28	246	27	328	14	257	10
100130417	401	41	447	18	302	30	508	34	544	25
107985728	297	20	395	35	266	22	360	17	439	12
148398	790	331	959	290	675	370	1123	327	1699	332
26155	8401	4798	9340	5204	6125	5106	10989	4492	8714	3108
339451	976	682	1417	662	909	631	1453	569	2032	570
84069	214	5	287	5	214	5	277	6	429	6
84808	102	9	109	6	80	6	106	8	150	6
57801	127	132	224	125	139	138	225	132	933	467
9636	184	274	307	260	237	270	330	257	641	313
375790	6229	3103	7795	3047	5325	3061	8470	2750	17534	3760
100288175	333	92	353	84	222	72	450	71	241	52
112267874	157	23	172	21	112	26	215	31	162	7
105378948	345	97	353	87	234	93	505	78	284	63
401934	119	1	129	1	71	2	153	0	147	0
54991	333	363	427	309	318	331	450	330	1156	507
254099	11	0	8	0	7	0	13	0	13	0
406984	0	0	0	0	0	0	1	0	4	0
406983	1	0	2	0	1	0	1	0	11	0
554210	3	0	1	0	1	0	0	0	4	0
100506376	4	2	4	3	4	6	6	1	2	0
254173	12	6	25	4	10	9	21	4	7	3
8784	163	39	250	40	181	36	238	37	563	59
7293	5	29	9	26	6	37	6	33	9	22
51150	7003	6119	9469	6736	5848	6354	9543	5568	9043	4414
126792	1267	934	1275	1017	963	970	1676	782	1430	714
388581	37	19	59	16	44	30	57	29	156	35
118424	2246	1515	2300	1612	1499	1538	2717	1360	2988	1540
101928895	111	508	139	477	100	582	127	397	162	309
6339	249	1086	317	941	251	1126	368	947	630	999
116983	2848	14885	3412	15400	2244	14764	3638	12954	5190	13161
102465434	4	9	5	11	1	7	5	6	2	5
109623456	24	268	21	290	21	285	28	202	25	163
126789	537	403	668	459	451	481	699	400	999	340
54973	4369	5642	5377	6090	3479	5826	5717	5062	5015	3648
102465435	1	13	2	9	3	8	3	8	17	22
80772	492	836	660	787	462	873	774	706	1352	990
83756	61	85	67	92	51	71	66	76	89	71
1855	1639	4142	2308	4005	1703	4080	2409	3746	5238	4734
102466740	1	1	0	1	0	4	1	2	6	5
54587	824	1082	919	1162	694	1209	1040	1042	1151	915
54998	2940	2879	3308	2841	2470	3027	4132	2698	3992	2331
81669	12659	11314	12955	11864	8539	12112	15899	9875	12108	7056
148413	2026	1377	2116	1506	1361	1518	2721	1217	1459	715
55052	3929	2973	3447	2950	2398	3063	4921	2606	2689	1642
107984868	15	148	9	148	8	145	12	165	7	106
441869	48	1292	86	1359	39	1428	69	1146	80	1124
105378585	12	152	8	117	5	137	10	122	8	72
643965	0	105	1	84	0	132	2	97	7	510
102724312	21	372	20	424	29	409	35	312	31	308
107985729	6	13	17	7	10	15	6	9	13	14
64856	430	2582	636	2539	442	2459	580	2223	1352	3002
219293	224	238	279	258	176	234	377	198	310	177
83858	2318	1435	3166	1441	2219	1433	3291	1182	3998	1006
55210	2117	837	2592	882	1791	903	2647	744	4143	810
339453	5	346	4	329	5	313	9	263	40	702
29101	8244	6869	7456	7043	5013	7123	10634	5807	5369	3655
643988	541	894	761	881	608	992	863	825	1128	745
105378586	46	185	31	189	18	165	32	134	87	119
142678	1019	4169	1301	4138	928	4379	1381	3617	3033	4602
8510	90	145	113	155	102	157	143	127	188	118
984	3888	3644	4003	3753	2643	3603	4972	3206	3814	2420
728661	6559	9928	6462	10571	4249	10377	7978	8504	5247	5557
8511	13	10	48	8	15	15	16	9	97	27
728642	2632	2624	2658	2738	1821	2661	3332	2393	2758	1836
9906	4286	7013	4005	7520	2591	7508	5253	6185	3003	3754
112268218	270	194	358	240	226	209	363	191	392	169
65220	4484	2466	5500	2652	3275	2610	5841	2197	4604	1468
2782	32937	56030	29517	59984	20168	60327	39413	49410	21624	29981
105378949	24	100	32	110	15	87	33	78	22	39
163688	65	83	65	82	40	63	90	57	49	46
339456	114	56	164	55	102	58	168	41	161	52
85452	23	676	31	817	26	775	35	604	38	378
107984872	31	71	33	71	21	78	55	52	38	31
105378589	1	2151	1	2387	0	2261	3	1946	2	1076
2563	24	13054	16	13564	16	12903	19	11288	16	9119
105378590	6	3	2	1	3	3	0	4	4	1
105378591	1	2	2	1	1	0	0	1	0	0
5590	1465	14715	1575	16049	986	15020	1855	13024	1201	8067
100506504	142	645	128	715	82	662	186	565	124	424
199990	951	3042	1101	3024	823	3006	1306	2673	2144	2615
112268219	295	158	347	175	246	186	421	150	379	114
105378593	24	19	18	19	14	17	23	17	15	15
6497	3936	14133	3768	14281	2611	14249	4725	11972	4657	11608
79906	416	965	387	1007	281	956	457	849	350	682
100129534	139	499	132	584	112	490	168	399	111	275
11079	7286	5001	6628	5309	4462	5302	8768	4347	5928	3388
5192	1071	1382	1151	1301	784	1383	1380	1133	1406	1187
9651	44	4926	71	4950	27	4915	51	4208	139	4525
55229	1504	2231	1798	2469	1131	2407	2002	2032	1728	1556
388585	0	57	2	52	0	46	2	69	1	58
115110	766	133	912	140	586	146	1011	130	808	75
8764	2317	662	3203	742	1978	731	3117	585	3484	493
100996583	37	17	47	9	25	17	50	13	34	2
127281	2015	3459	2189	3501	1478	3632	2644	2952	1999	1981
79258	223	350	287	392	187	367	344	342	366	298
105378597	5	12	4	8	4	5	2	4	6	4
100287898	63	133	92	123	45	119	89	113	69	65
105378603	0	0	0	0	0	0	0	0	0	0
105378602	0	1	0	0	0	1	0	2	0	1
105378601	0	3	0	1	0	2	0	3	0	1
112268220	0	3	0	4	0	4	0	4	0	1
107985732	0	2	0	6	0	2	1	2	0	2
105378600	0	4	1	2	1	12	1	5	1	1
105378598	3	39	2	37	0	36	4	34	1	17
107984904	0	5	0	7	0	4	1	2	0	4
105378599	1	2	0	3	0	2	0	4	0	1
140625	0	0	0	1	0	0	0	0	0	0
440556	4	540	5	633	4	634	15	509	17	441
63976	95	710	95	700	71	697	116	590	100	510
100422968	0	0	0	0	0	0	0	0	0	0
105378606	2	5	0	27	0	16	4	16	0	10
107984909	13	1	22	3	15	4	18	7	23	4
105378605	0	7	1	17	0	13	1	11	0	9
105378604	55	60	55	52	36	53	69	44	52	42
27237	775	135	936	158	614	160	1023	116	953	107
1953	2112	389	2151	330	1467	443	2643	345	2977	358
105378608	2	0	3	1	3	0	2	1	4	1
693135	0	0	0	0	0	0	1	0	0	0
105378607	1	0	0	0	1	3	1	1	1	0
127262	2513	12183	2462	13159	1644	13180	3312	10973	1715	6516
49856	1405	909	1712	1057	1015	993	1772	873	1611	662
7161	300	488	333	493	261	490	393	430	419	360
105378610	18	8	10	12	4	3	10	4	7	4
105378609	1	0	2	3	1	1	4	1	0	1
57212	2752	2732	2761	2874	1751	2744	3490	2441	2125	1554
148870	32	13	24	19	20	16	35	16	13	7
388588	37	18	61	24	49	11	58	19	200	20
57470	4198	4911	4154	5091	2712	4972	5482	4420	3837	3268
9731	2747	3218	2563	3329	1734	3379	3386	2844	2237	1880
1677	685	948	687	1001	470	947	906	875	572	538
107984910	42	74	35	84	18	66	26	62	21	38
339448	2788	1201	2713	1289	1696	1264	3408	1112	1934	649
100133612	41	7	62	14	51	10	70	4	43	4
728716	1	6	0	5	1	8	1	8	0	3
105376672	1	2	0	2	0	2	2	3	0	2
105376673	342	3	329	1	218	0	406	1	232	2
284661	0	0	3	0	0	0	3	0	2	1
105376674	0	0	0	2	0	1	0	3	0	0
105376679	0	0	0	0	0	0	0	0	0	0
107985376	0	1	1	1	0	0	1	0	0	0
55966	2537	4230	2400	4488	1556	4468	3143	3633	1946	2472
105376680	0	0	0	0	0	0	0	1	0	0
102724429	0	0	0	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	1	0	0	0
105376682	0	0	0	0	0	0	0	0	0	0
107984911	0	3	1	3	1	0	0	0	0	0
105376686	0	1	0	5	0	1	0	0	0	1
100616421	0	1	0	0	0	2	0	1	3	0
261734	1263	1374	1605	1473	981	1347	1584	1168	1590	870
8514	3111	24080	3709	25212	2424	25290	4001	21078	3499	15079
26038	91	14545	135	15238	85	14877	134	12780	111	8708
105376687	0	37	0	37	0	39	0	23	0	16
6146	43797	15856	34353	15971	25629	17489	56715	14299	26617	9311
107985733	400	147	217	183	250	210	345	168	229	112
102724450	97	54	141	68	91	80	190	67	97	28
388591	1724	1346	1715	1418	1142	1387	2155	1151	1328	769
23463	9819	6576	8836	7183	6206	7026	11691	5939	7290	3685
148645	94	6	61	9	65	9	108	6	54	1
390992	5	0	1	2	9	0	7	2	13	1
387509	728	628	818	639	539	680	948	530	791	438
11332	3870	8619	4626	9461	2825	8981	5298	7637	3869	5253
54626	65	1	67	2	52	0	81	1	55	2
83715	685	545	882	500	606	492	922	482	1547	558
100422975	1	0	0	0	0	0	0	0	0	0
8718	307	3981	333	4304	254	4404	443	3785	436	2974
57449	591	10123	713	10029	499	10047	799	8365	830	6780
79707	4409	2404	3833	2432	2631	2480	5594	2289	2401	1107
80835	36	19	37	17	32	15	49	6	19	9
107984912	3	1	2	3	0	3	6	3	2	2
3104	1158	1052	1267	1261	918	1062	1551	971	989	549
9903	3111	4895	3573	5466	2219	5196	4048	4399	3212	3092
107984913	30	114	25	125	20	105	29	118	22	75
148479	3113	1578	2702	1731	1843	1596	3760	1350	2195	951
90326	1465	1869	1721	1897	1148	1911	1841	1642	1852	1306
55735	5263	3574	5046	3575	3246	3482	6366	3111	3909	1973
100505887	0	0	0	0	0	0	0	0	0	0
110841581	43	15	33	11	28	19	46	11	26	9
23261	2419	16803	2036	17243	1400	17953	3103	14493	1600	10552
105376692	2	0	1	2	4	9	2	3	1	0
102725193	0	2	0	3	0	1	0	3	2	0
101928836	4	4	4	1	3	3	5	3	1	1
105376691	3	2	1	5	0	1	0	2	0	0
105376689	242	791	198	878	139	855	258	717	147	486
9341	7317	5513	6010	5702	4311	6060	8932	4906	5021	3318
8863	2861	8765	2403	9126	1595	9164	3082	7448	2046	5111
10911	671	7	535	6	357	9	795	9	377	5
3604	195	7	143	3	97	4	215	5	77	2
11315	16118	13092	13258	13652	9428	14303	20487	12247	9662	7132
54206	14748	3787	12256	3915	8350	3950	17069	3308	9972	2119
107984915	0	0	0	0	1	1	4	0	0	0
102724539	4	0	5	1	1	0	5	0	2	0
105376695	2	0	1	0	1	0	4	0	3	0
50651	49	1481	59	1563	42	1548	53	1312	64	1064
473	5785	15849	5501	16304	3823	16477	6864	13827	5674	10421
102724552	14	17	7	13	3	20	16	16	7	7
106632271	2	1	0	0	3	2	1	1	0	0
2023	299417	50705	295498	55017	189444	52567	388623	45513	194826	25070
102465436	42	3	428	5	29	4	52	1	21	1
100505975	24	12	32	4	15	9	36	7	41	16
112268261	1	0	4	2	0	0	7	1	3	2
765	2	0	2	2	0	1	2	0	2	0
155184	4	2	1	0	0	1	5	0	2	0
6518	108	1114	101	1169	55	1161	114	945	66	569
80045	1338	104	1194	119	875	130	1683	105	851	55
106614088	631	267	639	351	453	281	781	208	449	147
407040	1	2	2	2	1	2	2	0	6	1
102724571	46	14	30	17	19	21	50	18	21	9
9563	7278	3457	6753	3671	4463	3553	8895	3069	3771	1514
80176	1325	1008	1272	1090	879	1006	1662	898	1055	571
100506022	51	148	41	134	17	177	50	115	30	65
84275	2098	1494	1754	1477	1243	1656	2538	1244	1329	856
199953	1317	1407	1608	1471	1074	1319	1797	1201	1926	1023
107985734	61	17	56	28	36	19	66	29	75	16
105376712	0	0	0	0	1	0	0	0	1	0
5293	1434	2589	1597	3149	1014	2821	1753	2378	1322	1558
644997	1	2	1	0	0	1	0	5	1	4
101929074	194	2	206	9	156	2	274	4	178	3
22883	12480	78950	12731	82474	8349	80710	15371	68725	10423	43898
56998	2547	5003	2401	5334	1611	5049	3079	4204	1729	2622
105376717	84	169	136	188	93	184	141	146	98	88
84328	4714	3422	3747	3670	2557	3852	5707	3131	2952	2033
64802	1256	779	1021	809	827	817	1560	713	758	371
113391335	10	5	11	13	7	16	13	15	4	2
100847055	4	1	0	0	1	2	2	1	0	0
116362	78	312	67	334	41	335	97	293	52	164
10277	6823	7608	6215	7996	4077	7976	7994	6683	5100	4259
23095	6503	53520	5486	55866	3859	55877	7465	46192	4740	30213
105376725	17	98	25	88	14	132	18	88	11	50
5226	15781	5778	15503	6040	10379	5725	20357	5105	10984	2948
100526739	599	323	489	303	339	325	752	272	387	215
378708	725	273	571	245	422	271	898	238	450	144
1325	45	149	43	169	30	154	74	106	41	145
1676	9115	4368	7998	4453	5453	4514	10836	3855	5792	2200
5195	1041	1857	1348	1721	952	1748	1551	1569	1365	1201
54897	273	164	273	154	198	151	328	135	391	131
105376733	0	0	0	0	0	0	0	0	0	0
105376735	2	0	0	1	2	0	0	0	0	0
148345	6	158	9	120	1	117	13	108	7	69
23435	19823	14059	16537	14118	11466	14622	23798	12200	13401	7888
10747	403	1032	319	1116	279	1191	478	961	304	583
6723	6992	2438	8028	2606	5353	2483	9556	2085	7316	1570
5394	8154	5128	7253	5359	4832	5278	10042	4380	5432	2725
105376736	96	108	130	107	92	111	144	104	132	55
2475	8210	7729	7690	8343	4936	8014	9573	6652	5987	4138
100873935	119	118	113	129	68	127	140	104	80	49
10218	38	195	19	227	21	245	28	198	4	94
29914	2403	1598	2260	1638	1491	1643	2987	1415	1693	830
105376737	1	12	0	14	0	16	0	2	0	2
105376739	0	1	1	0	1	0	2	1	0	0
105376740	1	19	4	13	5	19	5	19	1	5
57540	64	542	99	584	82	599	104	479	109	410
112268221	8	50	9	46	4	41	5	41	4	40
101929181	4	6	5	5	6	10	7	6	3	2
26232	676	8485	782	8633	499	8588	950	7790	845	5688
93611	1808	13243	1858	14093	1304	14000	2367	11913	1576	7415
26270	418	646	503	628	314	702	604	579	351	402
10459	6804	1677	6873	1686	4395	1746	8855	1442	4514	796
374946	1401	388	1253	445	943	459	1688	387	929	216
57085	1589	476	1890	517	1329	506	2181	406	1702	308
284498	342	484	458	597	289	542	440	456	394	293
102724659	6	0	5	0	4	0	6	0	0	0
4524	2661	2877	2704	3250	1789	3121	3372	2599	1889	1524
1185	2428	7779	2545	8313	1565	7963	2924	6704	1984	4159
100379251	407	924	396	947	252	1072	483	821	315	510
4878	115	114	109	139	63	131	158	116	77	59
4879	64	10	69	24	64	15	73	10	62	7
26829	0	5	1	3	1	2	2	2	4	1
90231	5060	2244	5501	2441	3490	2351	6536	1981	5497	1569
5351	31073	3995	32689	4409	20389	4204	39727	3620	21581	1929
9927	10322	15114	10389	16417	6254	15906	12774	13377	7445	8002
60672	1163	984	1495	979	1025	1057	1645	927	2050	761
102466982	0	0	1	0	1	1	1	0	9	4
943	356	9	473	12	299	16	523	8	407	16
102465836	0	0	0	0	0	0	0	0	4	2
7133	1341	1165	1338	1203	874	1122	1648	1014	1053	639
100616438	0	2	0	0	0	0	0	0	0	0
107984917	1	1	1	7	0	5	2	4	1	5
55187	4746	12065	3989	12420	2734	12798	5037	9883	3280	6558
677885	19	29	27	29	19	36	27	22	27	19
105376744	37	20	38	17	37	28	51	17	22	9
9249	1732	1211	1782	1310	1211	1312	2359	1104	1401	697
102466722	5	2	7	1	1	6	3	2	5	1
343066	3	0	1	0	2	0	0	0	1	0
126767	7	0	3	0	1	0	3	0	0	0
93190	5	17	3	18	1	17	8	12	3	6
390999	1	0	0	0	0	0	0	1	0	0
65121	7	0	9	0	1	0	15	0	9	0
105376745	0	0	0	0	0	0	0	0	0	0
440560	56	0	47	0	27	0	63	0	40	0
343069	14	5	10	4	8	4	18	4	10	1
65122	12	0	15	0	9	0	22	0	14	0
400735	181	0	138	0	93	0	168	0	105	0
343071	1	0	0	0	3	0	0	0	1	0
441871	59	0	59	0	32	0	61	0	36	0
440561	15	0	10	0	9	0	14	0	8	0
101929983	11	0	13	0	9	0	17	0	9	0
649330	3	1	2	0	1	1	2	0	1	1
441873	23	0	20	0	9	0	15	0	10	0
649324	1	0	0	0	0	0	1	0	0	0
440563	9	0	3	1	0	0	2	1	3	1
645354	1	0	0	0	0	0	1	0	0	0
645359	11	0	8	0	4	0	13	0	6	0
101060301	4	0	6	1	3	1	1	0	1	0
343070	10	0	16	0	8	0	20	0	5	0
400736	1	0	1	0	1	0	1	0	1	0
391003	12	0	6	0	8	0	8	0	2	0
343068	10	0	12	0	4	0	13	0	6	0
391002	60	0	61	0	34	0	75	0	32	0
645382	0	0	2	0	1	0	3	0	2	0
653619	25	0	27	0	11	0	32	1	15	0
729528	1	0	1	0	0	0	2	0	0	0
645414	1	1	0	0	1	0	2	0	1	0
391004	3	0	0	0	0	0	0	0	0	0
645425	0	1	2	0	0	1	0	2	2	1
126755	713	292	595	322	404	347	831	281	457	216
102724856	35	6	45	4	13	4	44	6	17	4
107984918	8	11	16	18	12	12	6	27	35	17
10630	2139	1241	1899	1384	1252	1364	2664	1134	1402	663
107984919	11	4	7	3	4	0	3	4	5	2
105378612	0	1	0	2	0	0	1	0	0	0
105376756	0	1	0	2	0	0	0	0	1	0
7799	2958	10419	2610	10632	1703	11092	3260	8888	2218	5563
23254	1501	11492	1475	12044	1014	11763	1881	9942	1308	6995
107985467	6	14	13	8	5	16	17	4	2	2
107985468	0	4	2	1	2	3	3	5	0	0
105376762	41	5	51	5	29	11	40	3	22	3
105376759	11	99	11	108	17	106	19	77	0	34
107985469	5	34	5	23	10	39	8	21	0	15
200197	295	2712	274	2964	181	2877	338	2451	200	1484
55092	1123	749	1160	795	782	742	1487	648	1080	468
727684	31	10	22	14	3	9	35	7	5	1
114827	115	105	113	129	70	122	127	89	77	67
101927417	12	7	22	15	8	11	28	8	14	3
101927441	79	57	53	35	69	61	58	37	27	17
79180	3529	5709	3822	5687	2547	5933	4564	5138	4998	5076
11330	4	12	9	10	10	18	12	18	9	8
63036	2	60	11	39	2	56	5	35	3	16
105376767	4	39	6	41	6	53	9	21	1	23
51032	39	100	33	91	36	114	45	96	13	42
842	2485	1475	2412	1520	1532	1610	3072	1257	1597	662
23341	2518	2632	2171	2880	1501	2852	2945	2367	1726	1622
107397391	0	0	2	0	4	1	0	1	1	0
79814	2231	233	1966	250	1427	227	2814	186	1586	117
84301	5083	2943	4049	3155	2926	3216	5629	2524	3590	1789
6248	639	371	537	385	340	407	675	310	431	222
23207	4282	15887	5145	16158	3258	15926	5457	13582	5044	9852
284723	87	553	118	585	80	578	128	567	117	424
110806303	13	53	16	48	12	42	24	48	13	21
388595	5	0	10	0	4	0	8	1	6	0
54751	2028	353	2290	312	1342	360	2643	283	1788	202
440567	3275	1112	2492	1117	1825	1163	3930	976	1811	608
729614	625	592	558	647	385	675	783	567	509	398
23013	8537	11851	8746	12583	5443	11853	9875	9831	7504	6140
7709	1801	2315	2120	2514	1412	2440	2378	2012	2068	1548
149563	152	485	161	512	129	459	191	416	141	278
27129	393	522	384	555	262	551	528	541	327	321
1187	163	560	195	605	166	629	245	495	159	314
1188	70	446	80	542	46	502	94	444	47	210
348487	100	1887	153	2083	87	1907	142	1703	124	1356
1969	2580	394	3141	447	1814	389	3212	363	2734	226
101927479	134	17	153	12	100	15	173	6	82	4
128272	855	92	1010	124	644	105	1154	90	792	40
101927546	110	66	131	106	69	103	150	90	88	43
79363	270	329	275	429	162	391	336	335	218	187
54455	3127	3071	2757	3287	1790	3303	3590	2815	2153	1689
26099	6540	2379	6660	2536	4511	2403	8292	2088	5354	1304
374955	4603	1543	4461	1699	3026	1628	5783	1358	3196	809
55707	4600	1955	4214	2170	2923	2025	5579	1746	3021	941
107984921	235	744	189	772	118	819	293	673	95	339
114819	407	1684	346	1656	273	1758	424	1398	286	1019
26871	69	60	37	56	63	55	125	39	12	27
107985757	0	0	0	0	0	1	0	0	0	0
100132147	3	26	3	27	5	31	3	25	2	32
107985758	0	2	0	2	3	2	0	2	1	2
7195	1	0	1	0	0	0	1	0	0	0
55672	2364	2848	2078	3004	1345	2995	2598	2391	1767	1652
105376794	3559	3840	3473	3952	2247	4041	4284	3266	2835	2227
84809	1074	1598	1103	1651	742	1716	1331	1425	1375	1403
11209	2094	214	2544	249	1558	276	2823	226	2268	151
107985736	31	42	31	32	13	41	35	28	14	30
26869	57	51	32	45	51	46	109	33	11	23
107985759	0	0	0	0	0	0	0	0	0	0
284729	20	4	22	5	18	6	27	6	52	6
100189045	0	0	0	0	0	0	0	0	0	0
6060	26	29	14	25	29	19	56	16	5	9
11223	577	133	674	155	459	147	791	116	580	69
100500876	0	1	0	0	1	0	1	0	0	0
100189298	0	0	1	0	0	0	0	0	0	0
112267871	4	43	6	45	5	52	10	46	6	35
7193	1	2	1	4	1	2	1	2	0	2
100189183	0	1	0	1	0	0	0	0	0	0
105376805	81	162	69	170	51	163	114	142	97	127
791226	0	0	0	1	0	0	0	1	0	1
26870	19	18	9	19	17	15	41	10	3	5
9696	531	1698	670	1634	434	1570	755	1476	1267	2040
4237	1148	12	1414	9	920	17	1610	11	1194	8
105376806	355	4	412	1	261	6	488	2	244	1
23400	2305	10395	3162	11162	2009	10309	3118	9220	3669	7755
6390	6650	4500	5542	4682	3554	4614	8048	3836	4206	2547
11240	169	14768	163	15645	125	15316	196	12872	121	7851
105376808	0	0	0	0	0	0	0	0	0	0
400743	5	0	6	0	3	0	5	0	6	0
29943	50	34	57	27	44	28	66	21	38	16
51702	49	0	56	1	30	0	69	0	47	0
100616188	0	0	0	0	0	0	0	0	1	0
23569	14	47	14	73	8	55	15	58	9	33
353238	2	0	0	1	0	2	3	0	1	1
55920	22148	3904	22108	4437	13812	4048	26672	3448	16499	2085
55160	1576	8340	2012	9029	1221	8736	1966	7434	1886	5380
107984028	27	0	17	0	18	1	24	0	10	0
81569	348	8	401	10	243	10	544	8	263	4
105376809	0	2	1	0	0	0	0	0	0	2
105376812	2	3	0	5	0	3	0	4	0	1
101927876	0	17	0	13	0	16	0	13	0	8
84966	91	5115	91	5370	63	5043	126	4446	112	3239
105376814	2	21	0	30	1	29	0	25	0	5
127707	163	62	184	52	114	47	218	38	134	29
5081	1	316	2	333	2	336	1	255	1	152
80834	4	1	0	0	2	1	1	0	3	0
8659	2347	3499	2863	4037	1899	3701	3145	3236	2514	2058
100616120	0	0	0	0	0	0	0	0	0	1
100302276	0	1	2	0	0	0	1	0	0	0
126917	1875	4993	1735	5129	1194	5214	2245	4439	1373	2579
105376815	1	5	0	4	0	1	1	6	0	1
23352	20105	17812	20411	19116	13102	17629	23723	14939	15876	9160
101927895	301	232	352	247	194	238	403	196	208	97
23065	11053	7381	10115	7550	6580	7714	13430	6462	6771	3550
51154	6813	2465	6232	2648	4092	2715	8983	2188	4122	1235
246181	127	142	125	150	94	133	170	135	109	74
22977	94	158	116	172	89	158	150	118	95	90
100506730	709	845	549	913	397	949	736	800	436	447
8574	3534	2041	3468	2197	2252	2154	4365	1727	2863	1207
54896	1184	1317	1398	1317	850	1338	1632	1207	1251	786
832	15657	11491	13721	12241	9084	11603	18961	9732	10244	6231
105376819	4	6	1	9	2	10	4	4	3	3
105376818	0	0	0	1	0	1	0	0	1	0
105376817	1	5	1	6	1	2	2	9	1	3
105378614	0	5	1	1	0	4	0	6	0	5
440574	4170	4445	3354	4509	2448	4688	5433	3984	2627	2498
100532736	3607	4683	3740	4927	2669	4970	5211	4233	2994	2698
644068	353	95	283	77	207	91	462	94	241	55
4681	2619	3908	2840	4226	1980	4136	3762	3477	2282	2274
3362	60	219	55	217	35	224	71	199	59	139
255104	1065	198	1208	173	746	194	1342	161	942	117
54546	2	0	1	0	1	0	4	0	1	0
105376823	1	2	2	1	3	4	7	0	2	1
23252	2293	2744	1982	2935	1373	2933	2597	2289	1646	1541
30814	0	0	1	0	0	0	0	0	2	0
5320	421	7	408	12	261	16	511	11	237	7
5322	20	238	39	261	19	286	37	238	27	119
26279	20	0	26	4	14	0	25	1	8	1
64600	1	1	0	0	1	1	0	0	3	0
391013	10	4	10	7	10	9	14	1	6	2
127733	253	999	239	1000	188	1032	304	769	193	515
101928017	42	65	38	61	26	88	53	64	14	23
105376825	7	93	7	120	5	133	11	105	11	67
105376826	4	0	1	0	0	3	2	0	2	1
105376827	0	0	0	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0	0	0	0
127731	8	43	11	52	5	54	16	46	5	22
339505	14	114	3	121	2	114	6	102	2	53
55450	5241	36147	4279	37906	2981	38758	6005	31772	3908	23908
79594	2649	2071	2714	2220	1753	2139	3361	1844	1800	1128
163933	119	1029	125	1086	76	989	187	895	165	886
978	666	156	613	171	397	145	821	127	368	65
65018	1680	13776	1718	15379	1144	14660	2018	12597	1329	8101
102464833	0	1	0	0	0	1	1	2	36	236
100861548	2864	9086	2727	9987	1895	9634	3559	8339	1963	5048
1650	20965	4836	21283	5191	13562	5043	26698	4270	15141	2543
57576	115	1212	144	1371	100	1203	154	1011	113	656
400745	254	2634	230	2915	182	2697	319	2356	212	1767
112268222	5060	3315	4113	3454	2944	3671	6097	3041	3636	2138
50809	18035	12069	14985	12405	10273	12867	20385	10310	12712	6992
8672	8640	12338	7445	12889	5097	13137	9971	10650	6265	7186
105376830	34	14	25	24	18	23	40	11	10	4
105376829	28	5	27	11	17	10	35	15	11	2
100302155	2	1	1	5	2	2	2	1	1	1
1889	7515	4044	8155	4207	5160	4226	9445	3621	6754	2357
100506801	62	7	62	4	36	5	86	6	34	7
105376832	0	1	0	0	0	0	0	0	0	0
84224	675	810	583	903	372	798	770	679	453	459
249	568	1430	661	1619	416	1419	721	1266	564	889
105376834	0	2	1	6	1	2	0	4	1	2
5909	1997	19029	2300	20779	1522	19725	2513	16953	1812	10707
84196	8900	6714	7033	6670	4985	7124	10174	5822	6358	4013
401944	1053	162	1331	163	894	181	1507	165	1510	112
3339	4985	1186	6926	1110	4576	1157	6390	984	9301	856
23436	4	0	2	0	2	0	4	0	3	0
10136	90	0	86	0	52	0	91	0	54	0
101928043	39	21	32	27	24	19	51	15	20	9
29092	1480	590	1370	568	971	512	2042	498	1012	307
112268223	84	31	58	32	48	36	124	31	52	19
998	17959	12882	14626	12854	10204	13723	22188	11241	11881	7456
54361	73	87	57	108	31	109	83	122	46	66
105376845	15	6	15	4	8	3	17	3	12	0
105376850	11	2	11	1	11	0	8	2	4	0
107985377	0	1	0	0	0	1	0	0	0	0
100616433	0	0	0	0	0	0	0	0	0	0
105376856	1	0	0	1	0	0	0	0	0	0
